time,	w_est,	w_final_filt,	th_r_est,	v_qd_r.q,	v_qd_r.d,	i_qd_r_tot.q,	i_qd_r_tot.d,	i_qd_r_hf.q,	i_qd_r_hf.d,	i_qd_r.q,	i_qd_r.d
0.00455,	139.51,	24.5447,	0.442968,	-0.0100625,	1.9687,	-1.08903,	-19.7281,	-1.28145,	-18.353,	0.192415,	-1.37509
0.004575,	74.8765,	24.8171,	0.448327,	-0.00671146,	3.50809,	-0.711102,	-16.1777,	-0.898975,	-14.744,	0.187874,	-1.43366
0.0046,	74.8765,	24.8171,	0.448327,	-0.00671146,	3.50809,	-0.711102,	-16.1777,	-0.898975,	-14.744,	0.187874,	-1.43366
0.004625,	25.1515,	24.7591,	0.450828,	-0.00178199,	4.28267,	-0.183295,	-9.22867,	-0.366275,	-7.7258,	0.182981,	-1.50287
0.00465,	25.1515,	24.7591,	0.450828,	-0.00178199,	4.28267,	-0.183295,	-9.22867,	-0.366275,	-7.7258,	0.182981,	-1.50287
0.004675,	26.8978,	24.5951,	0.452129,	0.00349648,	4.12368,	0.417398,	-0.391487,	0.238405,	1.17225,	0.178993,	-1.56374
0.0047,	26.8978,	24.5951,	0.452129,	0.00349648,	4.12368,	0.417398,	-0.391487,	0.238405,	1.17225,	0.178993,	-1.56374
0.004725,	80.8113,	24.6081,	0.454822,	0.00800484,	3.06584,	1.00152,	8.39966,	0.824503,	9.99873,	0.177022,	-1.59908
0.00475,	80.8113,	24.6081,	0.454822,	0.00800484,	3.06584,	1.00152,	8.39966,	0.824503,	9.99873,	0.177022,	-1.59908
0.004775,	144.204,	24.9633,	0.460447,	0.0109216,	1.33979,	1.41927,	15.236,	1.24153,	16.8332,	0.17774,	-1.59721
0.0048,	144.204,	24.9633,	0.460447,	0.0109216,	1.33979,	1.41927,	15.236,	1.24153,	16.8332,	0.17774,	-1.59721
0.004825,	160.766,	25.5473,	0.468071,	0.0116074,	-0.67821,	1.53231,	18.6342,	1.35118,	20.1887,	0.181138,	-1.55453
0.00485,	160.766,	25.5473,	0.468071,	0.0116074,	-0.67821,	1.53231,	18.6342,	1.35118,	20.1887,	0.181138,	-1.55453
0.004875,	117.75,	26.0259,	0.475034,	0.00968561,	-2.5483,	1.32977,	17.8525,	1.1432,	19.3288,	0.186564,	-1.4763
0.0049,	117.75,	26.0259,	0.475034,	0.00968561,	-2.5483,	1.32977,	17.8525,	1.1432,	19.3288,	0.186564,	-1.4763
0.004925,	54.7374,	26.1702,	0.479347,	0.00546532,	-3.86287,	0.913625,	13.0472,	0.72064,	14.4228,	0.192985,	-1.37554
0.00495,	54.7374,	26.1702,	0.479347,	0.00546532,	-3.86287,	0.913625,	13.0472,	0.72064,	14.4228,	0.192985,	-1.37554
0.004975,	20.2027,	26.0503,	0.48122,	1.0399e-07,	-4.33675,	0.383364,	5.27182,	0.184138,	6.542,	0.199226,	-1.27018
0.005,	20.2027,	26.0503,	0.48122,	1.0399e-07,	-4.33675,	0.383364,	5.27182,	0.184138,	6.542,	0.199226,	-1.27018
0.005025,	39.3599,	25.9172,	0.482709,	-0.00541372,	-3.86385,	-0.194606,	-3.77982,	-0.398727,	-2.60065,	0.204121,	-1.17917
0.00505,	39.3599,	25.9172,	0.482709,	-0.00541372,	-3.86385,	-0.194606,	-3.77982,	-0.398727,	-2.60065,	0.204121,	-1.17917
0.005075,	99.2513,	26.023,	0.486174,	-0.00968627,	-2.54881,	-0.71605,	-12.1269,	-0.922772,	-11.0085,	0.206721,	-1.11834
0.0051,	99.2513,	26.023,	0.486174,	-0.00968627,	-2.54881,	-0.71605,	-12.1269,	-0.922772,	-11.0085,	0.206721,	-1.11834
0.005125,	149.444,	26.4513,	0.492392,	-0.0120196,	-0.678332,	-1.02773,	-17.9476,	-1.23433,	-16.8507,	0.206593,	-1.09695
0.00515,	149.444,	26.4513,	0.492392,	-0.0120196,	-0.678332,	-1.02773,	-17.9476,	-1.23433,	-16.8507,	0.206593,	-1.09695
0.005175,	144.84,	27.0033,	0.499749,	-0.0118149,	1.33984,	-1.02918,	-19.9721,	-1.23315,	-18.8564,	0.203973,	-1.11567
0.0052,	144.84,	27.0033,	0.499749,	-0.0118149,	1.33984,	-1.02918,	-19.9721,	-1.23315,	-18.8564,	0.203973,	-1.11567
0.005225,	92.6123,	27.357,	0.505685,	-0.00889912,	3.06581,	-0.757082,	-17.7436,	-0.95672,	-16.5772,	0.199637,	-1.16642
0.00525,	92.6123,	27.357,	0.505685,	-0.00889912,	3.06581,	-0.757082,	-17.7436,	-0.95672,	-16.5772,	0.199637,	-1.16642
0.005275,	38.097,	27.3878,	0.508953,	-0.00389336,	4.12341,	-0.322241,	-11.7465,	-0.516867,	-10.5124,	0.194626,	-1.23413
0.0053,	38.097,	27.3878,	0.508953,	-0.00389336,	4.12341,	-0.322241,	-11.7465,	-0.516867,	-10.5124,	0.194626,	-1.23413
0.005325,	21.3234,	27.2402,	0.510438,	0.00196021,	4.28214,	0.195322,	-3.27881,	0.00526533,	-1.97879,	0.190057,	-1.30002
0.00535,	21.3234,	27.2402,	0.510438,	0.00196021,	4.28214,	0.195322,	-3.27881,	0.00526533,	-1.97879,	0.190057,	-1.30002
0.005375,	54.9889,	27.166,	0.512346,	0.00734522,	3.50746,	0.729699,	5.81334,	0.542716,	7.15905,	0.186983,	-1.34571
0.0054,	54.9889,	27.166,	0.512346,	0.00734522,	3.50746,	0.729699,	5.81334,	0.542716,	7.15905,	0.186983,	-1.34571
0.005425,	113.64,	27.365,	0.516562,	0.0112159,	1.96825,	1.16547,	13.5489,	0.979313,	14.9061,	0.186161,	-1.35722
0.00545,	113.64,	27.365,	0.516562,	0.0112159,	1.96825,	1.16547,	13.5489,	0.979313,	14.9061,	0.186161,	-1.35722
0.005475,	145.999,	27.83,	0.523053,	0.0128058,	3.91733e-05,	1.36379,	18.2464,	1.176,	19.5744,	0.187796,	-1.328
0.0055,	145.999,	27.83,	0.523053,	0.0128058,	3.91733e-05,	1.36379,	18.2464,	1.176,	19.5744,	0.187796,	-1.328
0.005525,	123.585,	28.3077,	0.529793,	0.0116052,	-1.9687,	1.27061,	18.8833,	1.07912,	20.1437,	0.191481,	-1.26043
0.00555,	123.585,	28.3077,	0.529793,	0.0116052,	-1.9687,	1.27061,	18.8833,	1.07912,	20.1437,	0.191481,	-1.26043
0.005575,	69.1597,	28.5316,	0.534611,	0.007716,	-3.50809,	0.953489,	15.3053,	0.757105,	16.4705,	0.196385,	-1.16525
0.0056,	69.1597,	28.5316,	0.534611,	0.007716,	-3.50809,	0.953489,	15.3053,	0.757105,	16.4705,	0.196385,	-1.16525
0.005625,	27.3195,	28.478,	0.537023,	0.00204966,	-4.28267,	0.512232,	8.30134,	0.310736,	9.36061,	0.201497,	-1.05927
0.00565,	27.3195,	28.478,	0.537023,	0.00204966,	-4.28267,	0.512232,	8.30134,	0.310736,	9.36061,	0.201497,	-1.05927
0.005675,	28.5911,	28.3353,	0.538421,	-0.00402819,	-4.12368,	0.00993234,	-0.606351,	-0.195838,	0.35535,	0.205771,	-0.961701
0.0057,	28.5911,	28.3353,	0.538421,	-0.00402819,	-4.12368,	0.00993234,	-0.606351,	-0.195838,	0.35535,	0.205771,	-0.961701
0.005725,	73.6179,	28.3403,	0.540976,	-0.00921891,	-3.06584,	-0.47889,	-9.47091,	-0.687173,	-8.58096,	0.208282,	-0.889948
0.00575,	73.6179,	28.3403,	0.540976,	-0.00921891,	-3.06584,	-0.47889,	-9.47091,	-0.687173,	-8.58096,	0.208282,	-0.889948
0.005775,	126.619,	28.6317,	0.545982,	-0.0125266,	-1.3398,	-0.827928,	-16.3576,	-1.0364,	-15.5017,	0.208474,	-0.855833
0.0058,	126.619,	28.6317,	0.545982,	-0.0125266,	-1.3398,	-0.827928,	-16.3576,	-1.0364,	-15.5017,	0.208474,	-0.855833
0.005825,	140.4,	29.1147,	0.552658,	-0.0132283,	0.678205,	-0.921138,	-19.7652,	-1.1275,	-18.9022,	0.206361,	-0.863017
0.00585,	140.4,	29.1147,	0.552658,	-0.0132283,	0.678205,	-0.921138,	-19.7652,	-1.1275,	-18.9022,	0.206361,	-0.863017
0.005875,	104.484,	29.5091,	0.55878,	-0.0109819,	2.5483,	-0.751223,	-18.9378,	-0.953718,	-18.0316,	0.202495,	-0.906175
0.0059,	104.484,	29.5091,	0.55878,	-0.0109819,	2.5483,	-0.751223,	-18.9378,	-0.953718,	-18.0316,	0.202495,	-0.906175
0.005925,	52.1575,	29.6245,	0.562696,	-0.00618673,	3.86287,	-0.408489,	-14.0591,	-0.606221,	-13.0869,	0.197732,	-0.972175
0.00595,	52.1575,	29.6245,	0.562696,	-0.00618673,	3.86287,	-0.408489,	-14.0591,	-0.606221,	-13.0869,	0.197732,	-0.972175
0.005975,	23.106,	29.5212,	0.564577,	-1.29178e-07,	4.33675,	0.0234764,	-6.18062,	-0.169558,	-5.1377,	0.193034,	-1.04292
0.006,	23.106,	29.5212,	0.564577,	-1.29178e-07,	4.33675,	0.0234764,	-6.18062,	-0.169558,	-5.1377,	0.193034,	-1.04292
0.006025,	37.5983,	29.4046,	0.566095,	0.00614217,	3.86386,	0.49099,	2.98336,	0.301636,	4.08264,	0.189354,	-1.09928
0.00605,	37.5983,	29.4046,	0.566095,	0.00614217,	3.86386,	0.49099,	2.98336,	0.301636,	4.08264,	0.189354,	-1.09928
0.006075,	85.1528,	29.4784,	0.569164,	0.0109724,	2.54881,	0.911778,	11.433,	0.724319,	12.5583,	0.18746,	-1.1253
0.0061,	85.1528,	29.4784,	0.569164,	0.0109724,	2.54881,	0.911778,	11.433,	0.724319,	12.5583,	0.18746,	-1.1253
0.006125,	125.266,	29.8108,	0.574424,	0.0135462,	0.678335,	1.16342,	17.3287,	0.975708,	18.4404,	0.187709,	-1.11166
0.00615,	125.266,	29.8108,	0.574424,	0.0135462,	0.678335,	1.16342,	17.3287,	0.975708,	18.4404,	0.187709,	-1.11166
0.006175,	121.575,	30.243,	0.580595,	0.0132324,	-1.33984,	1.16419,	19.3816,	0.974271,	20.4393,	0.189915,	-1.05772
0.0062,	121.575,	30.243,	0.580595,	0.0132324,	-1.33984,	1.16419,	19.3816,	0.974271,	20.4393,	0.189915,	-1.05772
0.006225,	79.912,	30.5168,	0.585632,	0.00992699,	-3.06581,	0.943978,	17.1505,	0.750525,	18.1221,	0.193453,	-0.971639
0.00625,	79.912,	30.5168,	0.585632,	0.00992699,	-3.06581,	0.943978,	17.1505,	0.750525,	18.1221,	0.193453,	-0.971639
0.006275,	36.7486,	30.533,	0.588549,	0.00434048,	-4.12341,	0.590803,	11.1135,	0.393318,	11.9822,	0.197485,	-0.86866
0.0063,	36.7486,	30.533,	0.588549,	0.00434048,	-4.12341,	0.590803,	11.1135,	0.393318,	11.9822,	0.197485,	-0.86866
0.006325,	24.4407,	30.4091,	0.590079,	-0.00218823,	-4.28215,	0.169527,	2.58544,	-0.0315782,	3.35319,	0.201105,	-0.767746
0.00635,	24.4407,	30.4091,	0.590079,	-0.00218823,	-4.28215,	0.169527,	2.58544,	-0.0315782,	3.35319,	0.201105,	-0.767746
0.006375,	53.0862,	30.3495,	0.592017,	-0.00820598,	-3.50747,	-0.265522,	-6.57112,	-0.468984,	-5.88365,	0.203462,	-0.687463
0.0064,	53.0862,	30.3495,	0.592017,	-0.00820598,	-3.50747,	-0.265522,	-6.57112,	-0.468984,	-5.88365,	0.203462,	-0.687463
0.006425,	101.588,	30.5159,	0.595884,	-0.0125073,	-1.96825,	-0.619184,	-14.3572,	-0.82313,	-13.7153,	0.203945,	-0.641929
0.00645,	101.588,	30.5159,	0.595884,	-0.0125073,	-1.96825,	-0.619184,	-14.3572,	-0.82313,	-13.7153,	0.203945,	-0.641929
0.006475,	127.951,	30.8996,	0.601622,	-0.0142183,	-4.22742e-05,	-0.778152,	-19.0757,	-0.98055,	-18.4379,	0.202397,	-0.637735
0.0065,	127.951,	30.8996,	0.601622,	-0.0142183,	-4.22742e-05,	-0.778152,	-19.0757,	-0.98055,	-18.4379,	0.202397,	-0.637735
0.006525,	109.235,	31.2912,	0.607552,	-0.0128284,	1.96869,	-0.700336,	-19.6878,	-0.899492,	-19.0153,	0.199157,	-0.672492
0.00655,	109.235,	31.2912,	0.607552,	-0.0128284,	1.96869,	-0.700336,	-19.6878,	-0.899492,	-19.0153,	0.199157,	-0.672492
0.006575,	64.4821,	31.4731,	0.611895,	-0.00851151,	3.50809,	-0.446033,	-16.0647,	-0.640929,	-15.3293,	0.194895,	-0.735364
0.0066,	64.4821,	31.4731,	0.611895,	-0.00851151,	3.50809,	-0.446033,	-16.0647,	-0.640929,	-15.3293,	0.194895,	-0.735364
0.006625,	29.4703,	31.4278,	0.614244,	-0.00226197,	4.28267,	-0.0972896,	-8.98482,	-0.287706,	-8.1754,	0.190416,	-0.809412
0.00665,	29.4703,	31.4278,	0.614244,	-0.00226197,	4.28267,	-0.0972896,	-8.98482,	-0.287706,	-8.1754,	0.190416,	-0.809412
0.006675,	28.2854,	31.3053,	0.615687,	0.0044504,	4.12368,	0.295628,	0.0104639,	0.109084,	0.885749,	0.186545,	-0.875285
0.0067,	28.2854,	31.3053,	0.615687,	0.0044504,	4.12368,	0.295628,	0.0104639,	0.109084,	0.885749,	0.186545,	-0.875285
0.006725,	61.5939,	31.2919,	0.617934,	0.010179,	3.06584,	0.676739,	8.95947,	0.492732,	9.87492,	0.184007,	-0.915444
0.00675,	61.5939,	31.2919,	0.617934,	0.010179,	3.06584,	0.676739,	8.95947,	0.492732,	9.87492,	0.184007,	-0.915444
0.006775,	101.921,	31.4975,	0.622022,	0.0137804,	1.3398,	0.94947,	15.9125,	0.766227,	16.8305,	0.183242,	-0.917989
0.0068,	101.921,	31.4975,	0.622022,	0.0137804,	1.3398,	0.94947,	15.9125,	0.766227,	16.8305,	0.183242,	-0.917989
0.006825,	112.692,	31.8521,	0.627388,	0.014472,	-0.678203,	1.02341,	19.3566,	0.839158,	20.2358,	0.184247,	-0.879247
0.00685,	112.692,	31.8521,	0.627388,	0.014472,	-0.678203,	1.02341,	19.3566,	0.839158,	20.2358,	0.184247,	-0.879247
0.006875,	85.5084,	32.141,	0.632343,	0.0119614,	-2.5483,	0.891117,	18.5318,	0.704523,	19.3364,	0.186594,	-0.804602
0.0069,	85.5084,	32.141,	0.632343,	0.0119614,	-2.5483,	0.891117,	18.5318,	0.704523,	19.3364,	0.186594,	-0.804602
0.006925,	46.1065,	32.2178,	0.635633,	0.00672831,	-3.86287,	0.621873,	13.6274,	0.432257,	14.3347,	0.189617,	-0.707294
0.00695,	46.1065,	32.2178,	0.635633,	0.00672831,	-3.86287,	0.621873,	13.6274,	0.432257,	14.3347,	0.189617,	-0.707294
0.006975,	25.3916,	32.1304,	0.63742,	1.49405e-07,	-4.33675,	0.280688,	5.70448,	0.08813,	6.31005,	0.192558,	-0.605562
0.007,	25.3916,	32.1304,	0.63742,	1.49405e-07,	-4.33675,	0.280688,	5.70448,	0.08813,	6.31005,	0.192558,	-0.605562
0.007025,	39.0252,	32.0405,	0.639031,	-0.00669276,	-3.86386,	-0.0890919,	-3.51059,	-0.283762,	-2.99192,	0.19467,	-0.518665
0.00705,	39.0252,	32.0405,	0.639031,	-0.00669276,	-3.86386,	-0.0890919,	-3.51059,	-0.283762,	-2.99192,	0.19467,	-0.518665
0.007075,	78.1705,	32.1076,	0.641961,	-0.0119511,	-2.54882,	-0.420741,	-12.0048,	-0.61609,	-11.5421,	0.195349,	-0.462675
0.0071,	78.1705,	32.1076,	0.641961,	-0.0119511,	-2.54882,	-0.420741,	-12.0048,	-0.61609,	-11.5421,	0.195349,	-0.462675
0.007125,	110.32,	32.382,	0.646673,	-0.0147145,	-0.678338,	-0.616748,	-17.9254,	-0.811072,	-17.4784,	0.194324,	-0.446978
0.00715,	110.32,	32.382,	0.646673,	-0.0147145,	-0.678338,	-0.616748,	-17.9254,	-0.811072,	-17.4784,	0.194324,	-0.446978
0.007175,	106.926,	32.7329,	0.652104,	-0.0143218,	1.33984,	-0.614881,	-19.9812,	-0.806631,	-19.509,	0.191751,	-0.472224
0.0072,	106.926,	32.7329,	0.652104,	-0.0143218,	1.33984,	-0.614881,	-19.9812,	-0.806631,	-19.509,	0.191751,	-0.472224
0.007225,	73.0736,	32.954,	0.656604,	-0.0107198,	3.06581,	-0.441849,	-17.7122,	-0.629969,	-17.182,	0.18812,	-0.530165
0.00725,	73.0736,	32.954,	0.656604,	-0.0107198,	3.06581,	-0.441849,	-17.7122,	-0.629969,	-17.182,	0.18812,	-0.530165
0.007275,	37.6587,	32.9671,	0.659372,	-0.00468652,	4.12341,	-0.17099,	-11.6216,	-0.355073,	-11.0161,	0.184082,	-0.605472
0.0073,	37.6587,	32.9671,	0.659372,	-0.00468652,	4.12341,	-0.17099,	-11.6216,	-0.355073,	-11.0161,	0.184082,	-0.605472
0.007325,	25.5282,	32.8641,	0.660952,	0.00236489,	4.28215,	0.147241,	-3.02866,	-0.0330833,	-2.3496,	0.180325,	-0.679061
0.00735,	25.5282,	32.8641,	0.660952,	0.00236489,	4.28215,	0.147241,	-3.02866,	-0.0330833,	-2.3496,	0.180325,	-0.679061
0.007375,	44.5069,	32.8009,	0.662703,	0.00886878,	3.50747,	0.473874,	6.19354,	0.296382,	6.92579,	0.177492,	-0.732256
0.0074,	44.5069,	32.8009,	0.662703,	0.00886878,	3.50747,	0.473874,	6.19354,	0.296382,	6.92579,	0.177492,	-0.732256
0.007425,	79.274,	32.9006,	0.665797,	0.0134847,	1.96826,	0.739896,	14.0348,	0.563848,	14.7857,	0.176048,	-0.750863
0.00745,	79.274,	32.9006,	0.665797,	0.0134847,	1.96826,	0.739896,	14.0348,	0.563848,	14.7857,	0.176048,	-0.750863
0.007475,	98.7272,	33.1614,	0.670247,	0.015259,	4.53752e-05,	0.860973,	18.7876,	0.684855,	19.5159,	0.176118,	-0.728262
0.0075,	98.7272,	33.1614,	0.670247,	0.015259,	4.53752e-05,	0.860973,	18.7876,	0.684855,	19.5159,	0.176118,	-0.728262
0.007525,	85.5225,	33.4313,	0.674854,	0.0137058,	-1.96869,	0.804288,	19.416,	0.626834,	20.0828,	0.177454,	-0.666852
0.00755,	85.5225,	33.4313,	0.674854,	0.0137058,	-1.96869,	0.804288,	19.416,	0.626834,	20.0828,	0.177454,	-0.666852
0.007575,	53.4547,	33.5506,	0.678328,	0.00907336,	-3.50809,	0.61204,	15.7728,	0.432487,	16.3504,	0.179553,	-0.57755
0.0076,	53.4547,	33.5506,	0.678328,	0.00907336,	-3.50809,	0.61204,	15.7728,	0.432487,	16.3504,	0.179553,	-0.57755
0.007625,	29.3346,	33.5064,	0.680398,	0.00241159,	-4.28267,	0.346062,	8.66181,	0.164258,	9.1392,	0.181804,	-0.477393
0.00765,	29.3346,	33.5064,	0.680398,	0.00241159,	-4.28267,	0.346062,	8.66181,	0.164258,	9.1392,	0.181804,	-0.477393
0.007675,	31.1468,	33.4132,	0.68191,	-0.00475004,	-4.12368,	0.0451929,	-0.371534,	-0.138388,	0.0142981,	0.18358,	-0.385832
0.0077,	31.1468,	33.4132,	0.68191,	-0.00475004,	-4.12368,	0.0451929,	-0.371534,	-0.138388,	0.0142981,	0.18358,	-0.385832
0.007725,	58.8142,	33.4121,	0.684159,	-0.0108687,	-3.06585,	-0.245783,	-9.35646,	-0.430114,	-9.03596,	0.184331,	-0.320496
0.00775,	58.8142,	33.4121,	0.684159,	-0.0108687,	-3.06585,	-0.245783,	-9.35646,	-0.430114,	-9.03596,	0.184331,	-0.320496
0.007775,	90.6491,	33.5836,	0.687895,	-0.0146931,	-1.3398,	-0.451664,	-16.3335,	-0.635392,	-16.0401,	0.183728,	-0.293339
0.0078,	90.6491,	33.5836,	0.687895,	-0.0146931,	-1.3398,	-0.451664,	-16.3335,	-0.635392,	-16.0401,	0.183728,	-0.293339
0.007825,	98.5851,	33.8681,	0.692626,	-0.015388,	0.678199,	-0.504554,	-19.7816,	-0.686337,	-19.4735,	0.181783,	-0.30804
0.00785,	98.5851,	33.8681,	0.692626,	-0.015388,	0.678199,	-0.504554,	-19.7816,	-0.686337,	-19.4735,	0.181783,	-0.30804
0.007875,	76.8377,	34.0971,	0.697012,	-0.0126894,	2.54829,	-0.403073,	-18.9468,	-0.581899,	-18.5876,	0.178825,	-0.359196
0.0079,	76.8377,	34.0971,	0.697012,	-0.0126894,	2.54829,	-0.403073,	-18.9468,	-0.581899,	-18.5876,	0.178825,	-0.359196
0.007925,	45.3167,	34.1587,	0.700066,	-0.00713366,	3.86287,	-0.202962,	-14.0062,	-0.378317,	-13.5727,	0.175355,	-0.433491
0.00795,	45.3167,	34.1587,	0.700066,	-0.00713366,	3.86287,	-0.202962,	-14.0062,	-0.378317,	-13.5727,	0.175355,	-0.433491
0.007975,	27.1869,	34.0889,	0.701878,	-1.71597e-07,	4.33675,	0.0453644,	-6.0306,	-0.126562,	-5.51802,	0.171926,	-0.512585
0.008,	27.1869,	34.0889,	0.701878,	-1.71597e-07,	4.33675,	0.0453644,	-6.0306,	-0.126562,	-5.51802,	0.171926,	-0.512585
0.008025,	34.0254,	34.0071,	0.703409,	0.00710355,	3.86386,	0.311418,	3.23431,	0.142336,	3.81144,	0.169082,	-0.577132
0.00805,	34.0254,	34.0071,	0.703409,	0.00710355,	3.86386,	0.311418,	3.23431,	0.142336,	3.81144,	0.169082,	-0.577132
0.008075,	59.9683,	34.0299,	0.705758,	0.0126666,	2.54882,	0.549964,	11.7723,	0.382706,	12.3833,	0.167259,	-0.610989
0.0081,	59.9683,	34.0299,	0.705758,	0.0126666,	2.54882,	0.549964,	11.7723,	0.382706,	12.3833,	0.167259,	-0.610989
0.008125,	82.2335,	34.1973,	0.709313,	0.0155394,	0.678341,	0.692435,	17.723,	0.525775,	18.3277,	0.16666,	-0.604736
0.00815,	82.2335,	34.1973,	0.709313,	0.0155394,	0.678341,	0.692435,	17.723,	0.525775,	18.3277,	0.16666,	-0.604736
0.008175,	80.3447,	34.4217,	0.713378,	0.0150607,	-1.33983,	0.693175,	19.7902,	0.525995,	20.3479,	0.16718,	-0.557727
0.0082,	80.3447,	34.4217,	0.713378,	0.0150607,	-1.33983,	0.693175,	19.7902,	0.525995,	20.3479,	0.16718,	-0.557727
0.008225,	57.5206,	34.5593,	0.716825,	0.011242,	-3.06581,	0.569245,	17.5221,	0.400777,	18.0004,	0.168469,	-0.478237
0.00825,	57.5206,	34.5593,	0.716825,	0.011242,	-3.06581,	0.569245,	17.5221,	0.400777,	18.0004,	0.168469,	-0.478237
0.008275,	34.1893,	34.5554,	0.719117,	0.0049123,	-4.12341,	0.371455,	11.4106,	0.2014,	11.7923,	0.170055,	-0.381662
0.0083,	34.1893,	34.5554,	0.719117,	0.0049123,	-4.12341,	0.371455,	11.4106,	0.2014,	11.7923,	0.170055,	-0.381662
0.008325,	28.1878,	34.4767,	0.720677,	-0.00248091,	-4.28215,	0.137091,	2.78706,	-0.0343442,	3.07423,	0.171435,	-0.287166
0.00835,	28.1878,	34.4767,	0.720677,	-0.00248091,	-4.28215,	0.137091,	2.78706,	-0.0343442,	3.07423,	0.171435,	-0.287166
0.008375,	44.7459,	34.437,	0.7225,	-0.00931117,	-3.50747,	-0.103224,	-6.46762,	-0.275361,	-6.25412,	0.172137,	-0.213502
0.0084,	44.7459,	34.437,	0.7225,	-0.00931117,	-3.50747,	-0.103224,	-6.46762,	-0.275361,	-6.25412,	0.172137,	-0.213502
0.008425,	71.8456,	34.5244,	0.725415,	-0.0141503,	-1.96826,	-0.296854,	-14.3349,	-0.468682,	-14.16,	0.171828,	-0.174918
0.00845,	71.8456,	34.5244,	0.725415,	-0.0141503,	-1.96826,	-0.296854,	-14.3349,	-0.468682,	-14.16,	0.171828,	-0.174918
0.008475,	86.2188,	34.7313,	0.729366,	-0.0159814,	-4.84761e-05,	-0.381866,	-19.0926,	-0.552291,	-18.9146,	0.170425,	-0.178043
0.0085,	86.2188,	34.7313,	0.729366,	-0.0159814,	-4.84761e-05,	-0.381866,	-19.0926,	-0.552291,	-18.9146,	0.170425,	-0.178043
0.008525,	75.6201,	34.9403,	0.733412,	-0.0143244,	1.96869,	-0.337916,	-19.7127,	-0.506032,	-19.4923,	0.168115,	-0.220456
0.00855,	75.6201,	34.9403,	0.733412,	-0.0143244,	1.96869,	-0.337916,	-19.7127,	-0.506032,	-19.4923,	0.168115,	-0.220456
0.008575,	50.7436,	35.0325,	0.736572,	-0.00947412,	3.50809,	-0.200132,	-16.0533,	-0.365395,	-15.7621,	0.165263,	-0.291203
0.0086,	50.7436,	35.0325,	0.736572,	-0.00947412,	3.50809,	-0.200132,	-16.0533,	-0.365395,	-15.7621,	0.165263,	-0.291203
0.008625,	31.0018,	34.999,	0.738615,	-0.00251903,	4.28267,	-0.014925,	-8.90965,	-0.177222,	-8.53646,	0.162297,	-0.373181
0.00865,	31.0018,	34.999,	0.738615,	-0.00251903,	4.28267,	-0.014925,	-8.90965,	-0.177222,	-8.53646,	0.162297,	-0.373181
0.008675,	29.0943,	34.9209,	0.740118,	0.00496438,	4.12368,	0.19083,	0.161977,	0.0311804,	0.60884,	0.159649,	-0.446863
0.0087,	29.0943,	34.9209,	0.740118,	0.00496438,	4.12368,	0.19083,	0.161977,	0.0311804,	0.60884,	0.159649,	-0.446863
0.008725,	45.3791,	34.8963,	0.741979,	0.0113515,	3.06585,	0.388942,	9.18387,	0.231242,	9.67843,	0.157699,	-0.494557
0.00875,	45.3791,	34.8963,	0.741979,	0.0113515,	3.06585,	0.388942,	9.18387,	0.231242,	9.67843,	0.157699,	-0.494557
0.008775,	65.7151,	34.9833,	0.744757,	0.0153054,	1.3398,	0.530285,	16.1897,	0.37361,	16.694,	0.156675,	-0.504264
0.0088,	65.7151,	34.9833,	0.744757,	0.0153054,	1.3398,	0.530285,	16.1897,	0.37361,	16.694,	0.156675,	-0.504264
0.008825,	71.2645,	35.1471,	0.748181,	0.0159691,	-0.678197,	0.568591,	19.653,	0.412015,	20.1253,	0.156576,	-0.472293
0.00885,	71.2645,	35.1471,	0.748181,	0.0159691,	-0.678197,	0.568591,	19.653,	0.412015,	20.1253,	0.156576,	-0.472293
0.008875,	57.6997,	35.2786,	0.751405,	0.0131291,	-2.54829,	0.500547,	18.8122,	0.343366,	19.2163,	0.157182,	-0.404079
0.0089,	57.6997,	35.2786,	0.751405,	0.0131291,	-2.54829,	0.500547,	18.8122,	0.343366,	19.2163,	0.157182,	-0.404079
0.008925,	38.2011,	35.3038,	0.753803,	0.0073728,	-3.86287,	0.362676,	13.8603,	0.204526,	14.1733,	0.15815,	-0.312976
0.00895,	38.2011,	35.3038,	0.753803,	0.0073728,	-3.86287,	0.362676,	13.8603,	0.204526,	14.1733,	0.15815,	-0.312976
0.008975,	28.3996,	35.2481,	0.755468,	1.87096e-07,	-4.33675,	0.189262,	5.87159,	0.0301657,	6.08896,	0.159097,	-0.217364
0.009,	28.3996,	35.2481,	0.755468,	1.87096e-07,	-4.33675,	0.189262,	5.87159,	0.0301657,	6.08896,	0.159097,	-0.217364
0.009025,	35.9267,	35.1941,	0.757076,	-0.00735148,	-3.86386,	0.00297892,	-3.41456,	-0.156665,	-3.27792,	0.159644,	-0.136638
0.00905,	35.9267,	35.1941,	0.757076,	-0.00735148,	-3.86386,	0.00297892,	-3.41456,	-0.156665,	-3.27792,	0.159644,	-0.136638
0.009075,	55.9715,	35.2214,	0.759373,	-0.0131101,	-2.54882,	-0.162346,	-11.9716,	-0.321837,	-11.8846,	0.15949,	-0.0869846
0.0091,	55.9715,	35.2214,	0.759373,	-0.0131101,	-2.54882,	-0.162346,	-11.9716,	-0.321837,	-11.8846,	0.15949,	-0.0869846
